,movie_name,director_name,popularity
7972,"Distant Voices, Still Lives",Terence Davies,16
7973,Friendly Persuasion,William Wyler,25
7974,Dust,Milcho Manchevski,16
7975,Flirting with Disaster,David O. Russell,19
7976,A Tale of Two Cities,Jack Conway,19
7977,A Tale of Two Cities,Robert Z. Leonard,19
7978,Time After Time,Nicholas Meyer,17
7979,Escape to Athena,George P. Cosmatos,20
7980,Holiday Inn,Mark Sandrich,23
7981,What Planet Are You From?,Mike Nichols,16
7982,Full Frontal,Steven Soderbergh,18
7983,Tremors 2: Aftershocks,S. S. Wilson,21
7984,Flying Down to Rio,Thornton Freeland,24
7985,The Racket,Lewis Milestone,26
7986,Primer,Shane Carruth,24
7987,Revolution OS,J.T.S. Moore,19
7988,Phantom of the Opera,Arthur Lubin,21
7989,For the Boys,Mark Rydell,17
7990,The Bishop's Wife,Henry Koster,30
7991,Red Rock West,John Dahl,22
7992,Le Plaisir,Max Ophüls,15
7993,Aloha from Hawaii Via Satellite,Marty Pasetta,15
7994,The Muppet Movie,James Frawley,30
7995,Accepted,Steve Pink,29
7996,Saawariya,Sanjay Leela Bhansali,19
7997,Gold Diggers of 1933,Mervyn LeRoy,19
7998,Gold Diggers of 1933,Busby Berkeley,19
7999,Seeta Aur Geeta,Ramesh Sippy,22
8000,Two If by Sea,Bill Bennett,19
8001,Mimino,Georgiy Daneliya,31
8002,Get Real,Simon Shore,17
8003,The Getaway,Roger Donaldson,22
8004,Shutter,Banjong Pisanthanakun,15
8005,Shutter,Parkpoom Wongpoom,15
8006,Separate Tables,Delbert Mann,31
8007,Conversation Piece,Luchino Visconti,25
8008,Shivers,David Cronenberg,20
8009,The Human Comedy,Clarence Brown,23
8010,Jab We Met,Imtiaz Ali,21
8011,Meet John Doe,Frank Capra,28
8012,Lemon Tree,Eran Riklis,18
8013,The Hasty Heart,Vincent Sherman,16
8014,The Outlaw,Howard Hawks,22
8015,The Outlaw,Howard Hughes,22
8016,A Hatful of Rain,Fred Zinnemann,21
8017,Chalet Girl,Phil Traill,17
8018,Ginger Snaps 2: Unleashed,Brett Sullivan,15
8019,The Man in the Gray Flannel Suit,Nunnally Johnson,18
8020,Where Do We Go Now?,Nadine Labaki,19
8021,The Door in the Floor,Kip Williams,20
8022,The Caveman's Valentine,Kasi Lemmons,17
8023,Clash by Night,Fritz Lang,21
8024,The Octagon,Eric Karson,17
8025,Breaker! Breaker!,Don Hulette,18
8026,The Fireball,Tay Garnett,19
8027,Safe Haven,Lasse Hallström,29
8028,Ben,Phil Karlson,17
8029,In Cold Blood,Richard Brooks,28
8030,A Guy Named Joe,Victor Fleming,16
8031,Romance,Clarence Brown,21
8032,The Big Broadcast of 1938,Mitchell Leisen,15
8033,More,Barbet Schroeder,16
8034,Kickboxer 3,Rick King,16
8035,The Real McCoy,Russell Mulcahy,17
8036,Real Genius,Martha Coolidge,16
8037,Sidewalks of New York,Edward Burns,16
8038,Ring 2,Hideo Nakata,16
8039,Heart of Dragon,Sammo Hung,21
8040,Heart of Dragon,Yuen Biao,21
8041,Heart of Dragon,Yuen Wah,21
8042,Heart of Dragon,Fruit Chan,21
8043,The Foreigner,Michael Oblowitz,15
8044,"Come Back, Little Sheba",Daniel Mann,23
8045,I Was a Male War Bride,Howard Hawks,16
8046,Girls! Girls! Girls!,Norman Taurog,21
8047,Bring It On: Fight to the Finish,Bille Woodruff,15
8048,The Villain,Hal Needham,19
8049,The Lost World,Irwin Allen,16
8050,The Egyptian,Michael Curtiz,25
8051,A Slave of Love,Nikita Mikhalkov,18
8052,Up to His Ears,Philippe de Broca,16
8053,Brother 2,Aleksei Balabanov,25
8054,Hairspray,John Waters,21
8055,Oldboy,Spike Lee,23
8056,Meteor,Ronald Neame,19
8057,Nine Days in One Year,Mikhail Romm,20
8058,The Valachi Papers,Terence Young,16
8059,Peyton Place,Mark Robson,26
8060,One Missed Call,Takashi Miike,19
8061,Go,Doug Liman,20
8062,God Bless America,Bobcat Goldthwait,17
8063,How I Ended This Summer,Alexei Popogrebski,16
8064,Gods and Generals,Ronald F. Maxwell,16
8065,Godzilla vs. SpaceGodzilla,Kenshō Yamashita,18
8066,Godzilla vs. Mechagodzilla II,Takao Okawara,19
8067,The Prophecy II,Greg Spence,16
8068,The Prophecy,Gregory Widen,20
8069,Shampoo,Hal Ashby,25
8070,Grand Prix,John Frankenheimer,27
8071,All Monsters Attack,Ishirō Honda,19
8072,The Devil's Rejects,Rob Zombie,25
8073,Life,Ted Demme,18
8074,They Died with Their Boots On,Raoul Walsh,18
8075,They Died with Their Boots On,B. Reeves Eason,18
8076,Nighthawks,Bruce Malmuth,19
8077,The Water Horse,Jay Russell,21
8078,About Last Night...,Edward Zwick,18
8079,"Silent Night, Deadly Night",Charles Sellier,18
8080,Häxan,Benjamin Christensen,26
8081,How to Murder Your Wife,Richard Quine,15
8082,Johnny Belinda,Jean Negulesco,29
8083,Three Coins in the Fountain,Jean Negulesco,22
8084,Foxfire,Annette Haywood-Carter,19
8085,Foxy Brown,Jack Hill,15
8086,Virgin Territory,David Leland,19
8087,Jism 2,Pooja Bhatt,16
8088,Bubble Boy,Blair Hayes,16
8089,The Incredible Burt Wonderstone,Don Scardino,27
8090,The Earrings of Madame de...,Max Ophüls,22
8091,Frankenstein Created Woman,Terence Fisher,19
8092,The Ghost of Frankenstein,Erle C. Kenton,20
8093,Frankenstein Meets the Wolf Man,Roy William Neill,19
8094,Destroy All Monsters,Ishirō Honda,20
8095,The War of the Gargantuas,Ishirō Honda,16
8096,House of Frankenstein,Erle C. Kenton,21
8097,Godzilla vs. Gigan,Jun Fukuda,20
8098,The Curse of Frankenstein,Terence Fisher,29
8099,Son of Godzilla,Jun Fukuda,20
8100,The Evil of Frankenstein,Freddie Francis,19
8101,The Egg and I,Chester Erskine,17
8102,Pardes,Subhash Ghai,22
8103,Little White Lies,Guillaume Canet,18
8104,The Young Philadelphians,Vincent Sherman,20
8105,Valhalla Rising,Nicolas Winding Refn,22
8106,I Dreamed of Africa,Hugh Hudson,16
8107,High Anxiety,Mel Brooks,23
8108,Beyond the Poseidon Adventure,Irwin Allen,20
8109,The Farmer's Wife,Alfred Hitchcock,20
8110,The Alamo,John Wayne,32
8111,Sons and Lovers,Jack Cardiff,20
8112,The Golem,Paul Wegener,17
8113,The Golem,Henrik Galeen,17
8114,A Thousand Clowns,Fred Coe,20
8115,Here Comes the Groom,Frank Capra,19
8116,Sounder,Martin Ritt,19
8117,Cabin Fever 2: Spring Fever,Ti West,16
8118,A Touch of Class,Melvin Frank,24
8119,Lenny,Bob Fosse,30
8120,The Fighting Temptations,Jonathan Lynn,17
8121,A Soldier's Story,Norman Jewison,26
8122,Kama Sutra: A Tale of Love,Mira Nair,16
8123,Hope and Glory,John Boorman,25
8124,Hollywood Homicide,Ron Shelton,23
8125,The Remains of the Day,James Ivory,40
8126,The Premature Burial,Roger Corman,16
8127,The World in His Arms,Raoul Walsh,19
8128,Atonement,Joe Wright,51
8129,Invasion U.S.A.,Joseph Zito,21
8130,"Only ""Old Men"" Are Going Into Battle",Leonid Bykov,18
8131,Honkytonk Man,Clint Eastwood,20
8132,To Each His Own,Mitchell Leisen,25
8133,Billion Dollar Brain,Ken Russell,16
8134,Billion Dollar Brain,Alex Lovy,16
8135,A Farewell to Arms,John Huston,23
8136,A Farewell to Arms,Charles Vidor,23
8137,A Farewell to Arms,Andrew Marton,23
8138,Bloodline,Terence Young,21
8139,Rush,Ron Howard,47
8140,Lipstick,Lamont Johnson,20
8141,The Great Debaters,Denzel Washington,24
8142,The Return,Asif Kapadia,16
8143,Love Is All There Is,Renée Taylor,16
8144,Love Is All There Is,Joseph Bologna,16
8145,September,Woody Allen,23
8146,The River,Mark Rydell,18
8147,The Girl with the Hat Box,Boris Barnet,17
8148,Kandagar,Andrey Kavun,16
8149,The Times of Harvey Milk,Rob Epstein,19
8150,Possession,Andrzej Żuławski,19
8151,The Golden Bowl,James Ivory,19
8152,The Maid,Sebastián Silva,15
8153,Desyat Negrityat,Stanislav Govorukhin,20
8154,Knockaround Guys,Brian Koppelman,17
8155,Knockaround Guys,David Levien,17
8156,"Knute Rockne, All American",Lloyd Bacon,18
8157,"Knute Rockne, All American",William K. Howard,18
8158,The Substitute,Robert Mandel,16
8159,Albino Alligator,Kevin Spacey,15
8160,The Seven-Per-Cent Solution,Herbert Ross,15
8161,A Little Bit of Heaven,Nicole Kassell,21
8162,Lamerica,Gianni Amelio,16
8163,Mishima: A Life in Four Chapters,Paul Schrader,20
8164,The 'Burbs,Joe Dante,23
8165,Khartoum,Basil Dearden,22
8166,Leviathan,George P. Cosmatos,17
8167,Joe Versus the Volcano,John Patrick Shanley,26
8168,Memoirs of an Invisible Man,John Carpenter,27
8169,Malice,Harold Becker,19
8170,Kid Galahad,Phil Karlson,17
8171,Mission: Impossible,Brian De Palma,52
8172,"Run Silent, Run Deep",Robert Wise,16
8173,Godzilla vs. Megalon,Jun Fukuda,17
8174,King of Devil's Island,Marius Holst,16
8175,King of Devil's Island,Karin Julsrud,16
8176,Violette Nozière,Claude Chabrol,19
8177,Envy,Barry Levinson,21
8178,The Great Buck Howard,Sean McGinly,17
8179,The Paper,Ron Howard,18
8180,Shadows,John Cassavetes,21
8181,One Summer of Happiness,Arne Mattsson,18
8182,The Hitcher,Robert Harmon,24
8183,Gridiron Gang,Phil Joanou,19
8184,In America,Jim Sheridan,23
8185,Four Daughters,Michael Curtiz,17
8186,Lone Wolf McQuade,Steve Carver,23
8187,Leprechaun,Mark Jones,28
8188,I Spit on Your Grave,Meir Zarchi,27
8189,Peter Pan,Herbert Brenon,20
8190,Re-Animator,Stuart Gordon,28
8191,The Golden Voyage of Sinbad,Gordon Hessler,29
8192,A Good Woman,Mike Barker,21
8193,Poetic Justice,John Singleton,20
8194,Turner & Hooch,Roger Spottiswoode,27
8195,An Extremely Goofy Movie,Douglas McCarthy,25
8196,.45,Gary Lennon,20
8197,National Lampoon's European Vacation,Amy Heckerling,22
8198,Gorgo,Eugène Lourié,16
8199,Fuse,Pjer Žalica,18
8200,The Mirror Has Two Faces,Barbra Streisand,23
8201,Pirates,Joone,16
8202,The Thing Called Love,Peter Bogdanovich,21
8203,Broadcast News,James L. Brooks,29
8204,We're No Angels,Michael Curtiz,28
8205,Priceless,Pierre Salvadori,20
8206,Overboard,Garry Marshall,23
8207,Simon Birch,Mark Steven Johnson,21
8208,Three Men and a Baby,Leonard Nimoy,26
8209,A Guide to Recognizing Your Saints,Dito Montiel,23
8210,Legal Eagles,Ivan Reitman,17
8211,Jeepers Creepers 2,Victor Salva,24
8212,Only You,Norman Jewison,25
8213,Only You,Cary Woods,25
8214,Only You,Robert N. Fried,25
8215,Welcome Mr. Marshall!,Luis García Berlanga,18
8216,The Hospital,Arthur Hiller,23
8217,Hot Rod,Akiva Schaffer,19
8218,The V.I.P.s,Anthony Asquith,19
8219,The Hotel New Hampshire,Tony Richardson,17
8220,Advise & Consent,Otto Preminger,19
8221,Shriek If You Know What I Did Last Friday the Thirteenth,John Blanchard,16
8222,Housesitter,Frank Oz,19
8223,SpaceCamp,Harry Winer,16
8224,Monsieur Vincent,Maurice Cloche,23
8225,Samurai I: Musashi Miyamoto,Hiroshi Inagaki,25
8226,Wee Willie Winkie,John Ford,15
8227,Sleepwalkers,Mick Garris,17
8228,The Burmese Harp,Kon Ichikawa,18
8229,Howl,Jeffrey Friedman,16
8230,Howl,Rob Epstein,16
8231,Stop-Loss,Kimberly Peirce,18
8232,Napoléon,Abel Gance,27
8233,Medicine Man,John McTiernan,20
8234,The Ninth Circle,France Štiglic,18
8235,Can't Hardly Wait,Deborah Kaplan,16
8236,Can't Hardly Wait,Harry Elfont,16
8237,Sallah Shabati,Ephraim Kishon,17
8238,Mr. Woodcock,David Dobkin,17
8239,Mr. Woodcock,Craig Gillespie,17
8240,Without a Paddle,Steven Brill,22
8241,Live for Life,Claude Lelouch,21
8242,Wolf Creek,Greg McLean,24
8243,Sex and Lucia,Julio Médem,21
8244,I Walked with a Zombie,Jacques Tourneur,24
8245,Ådalen 31,Bo Widerberg,15
8246,All That Heaven Allows,Douglas Sirk,29
8247,Shocker,Wes Craven,20
8248,Two Thousand Maniacs!,Herschell Gordon Lewis,15
8249,Sometimes a Great Notion,Paul Newman,16
8250,On Dangerous Ground,Nicholas Ray,17
8251,Tchaikovsky,Igor Talankin,25
8252,Dodes'ka-den,Akira Kurosawa,29
8253,The Policeman,Ephraim Kishon,15
8254,Last Holiday,Wayne Wang,20
8255,Michael,Nora Ephron,20
8256,Slap Shot,George Roy Hill,22
8257,Hard Eight,Paul Thomas Anderson,20
8258,The Rose,Mark Rydell,21
8259,"Harlan County, USA",Barbara Kopple,16
8260,Like Mike,John Schultz,22
8261,Offside,Jafar Panahi,17
8262,The Patriot,Dean Semler,18
8263,Solitary Man,Brian Koppelman,15
8264,Solitary Man,David Levien,15
8265,Cliff 'Em All,Jean Pellerin,15
8266,Cliff 'Em All,Doug Freel,15
8267,So I Married an Axe Murderer,Thomas Schlamme,19
8268,Educating Rita,Lewis Gilbert,21
8269,Cleopatra,J. Gordon Edwards,27
8270,Beyond Rangoon,John Boorman,18
8271,Lake Placid,Steve Miner,26
8272,Hedwig and the Angry Inch,John Cameron Mitchell,19
8273,Enter the Ninja,Menahem Golan,18
8274,Redacted,Brian De Palma,18
8275,Into the Night,John Landis,16
8276,The Saint,Phillip Noyce,25
8277,Hesher,Spencer Susser,17
8278,The Long Ships,Jack Cardiff,18
8279,The Ice Pirates,Stewart Raffill,16
8280,"Kiss Me, Stupid",Billy Wilder,22
8281,The Girl from Missouri,Jack Conway,16
8282,The Girl from Missouri,Sam Wood,16
8283,Shalako,Edward Dmytryk,20
8284,Scooby-Doo! and the Goblin King,Joe Sichta,15
8285,Bratz,Sean McNamara,16
8286,Max Manus: Man of War,Joachim Rønning,18
8287,Max Manus: Man of War,Espen Sandberg,18
8288,Purple Rain,Albert Magnoli,21
8289,The Winter War,Pekka Parikka,21
8290,12:08 East of Bucharest,Corneliu Porumboiu,19
8291,The Keep,Michael Mann,17
8292,Young Winston,Richard Attenborough,21
8293,At Play in the Fields of the Lord,Héctor Babenco,15
8294,The Man,Les Mayfield,19
8295,Game of Death II,Ng See-yuen,20
8296,The Chase,Adam Rifkin,18
8297,The Watcher,Joe Charbanic,24
8298,The Secret Six,George W. Hill,15
8299,Lady Sings the Blues,Sidney J. Furie,18
8300,Day of Wrath,Carl Theodor Dreyer,19
8301,Epidemic,Lars von Trier,17
8302,Porky's II: The Next Day,Bob Clark,15
8303,Seven Days in May,John Frankenheimer,22
8304,La Bataille de San Sebastian,Henri Verneuil,16
8305,La Bataille de San Sebastian,Gilberto Martínez Solares,16
8306,Iceman,Fred Schepisi,15
8307,This Island Earth,Joseph M. Newman,20
8308,This Island Earth,Jack Arnold,20
8309,Super Troopers,Jay Chandrasekhar,18
8310,Live in Bucharest: The Dangerous Tour,Michael Jackson,18
8311,A Summer's Tale,Éric Rohmer,18
8312,Lights in the Dusk,Aki Kaurismäki,15
8313,Alice's Restaurant,Arthur Penn,17
8314,The Divide,Xavier Gens,16
8315,Kull the Conqueror,John Nicolella,15
8316,The Human Centipede 2,Tom Six,22
8317,Les Misérables,Claude Lelouch,18
8318,Party Monster,Fenton Bailey,16
8319,Party Monster,Randy Barbato,16
8320,The Last Mimzy,Robert Shaye,17
8321,Nothing in Common,Garry Marshall,18
8322,Wife vs. Secretary,Clarence Brown,17
8323,Spring Breakers,Harmony Korine,41
8324,Solomon Kane,M. J. Bassett,26
8325,Sarah's Key,Gilles Paquet-Brenner,19
8326,Summer of '42,Robert Mulligan,24
8327,Teacher's Pet,George Seaton,19
8328,Restless,Gus Van Sant,15
8329,Tucker & Dale vs. Evil,Eli Craig,20
8330,Last Night,Massy Tadjedin,21
8331,Kuffs,Bruce A. Evans,16
8332,Hombre,Martin Ritt,20
8333,Nemesis,Albert Pyun,15
8334,Salvatore Giuliano,Francesco Rosi,19
8335,My Family,Gregory Nava,15
8336,Veronika Decides to Die,Emily Young,20
8337,Triangle,Christopher Smith,24
8338,Head Above Water,Jim Wilson,21
8339,Roustabout,John Rich,17
8340,Mangal Pandey: The Rising,Ketan Mehta,16
8341,The Descent Part 2,Jon Harris,21
8342,Micmacs,Jean-Pierre Jeunet,18
8343,Mississippi Masala,Mira Nair,18
8344,The Edge,Alexei Uchitel,20
8345,Volunteers,Nicholas Meyer,18
8346,Il sorpasso,Dino Risi,27
8347,Roxanne,Fred Schepisi,21
8348,Twentieth Century,Howard Hawks,21
8349,The Most Dangerous Game,Ernest B. Schoedsack,21
8350,The Most Dangerous Game,Irving Pichel,21
8351,How High,Jesse Dylan,20
8352,Teaching Mrs. Tingle,Kevin Williamson,18
8353,The Mark of Zorro,Rouben Mamoulian,29
8354,Cat People,Jacques Tourneur,25
8355,Head over Heels,Mark Waters,17
8356,Single White Female,Barbet Schroeder,27
8357,Dry Summer,Metin Erksan,21
8358,Grand Canyon,Lawrence Kasdan,19
8359,Allan Quatermain and the Lost City of Gold,Gary Nelson,19
8360,Interstate 60,Bob Gale,27
8361,Damage,Louis Malle,20
8362,Menace II Society,Albert Hughes,23
8363,Menace II Society,Allen Hughes,23
8364,Madadayo,Akira Kurosawa,26
8365,Grandma's Boy,Nicholaus Goossen,17
8366,Shanghai Express,Josef von Sternberg,33
8367,The Rules of Attraction,Roger Avary,26
8368,Powder,Victor Salva,17
8369,Aces High,Jack Gold,17
8370,Jamón Jamón,Bigas Luna,27
8371,Something to Talk About,Lasse Hallström,24
8372,Great Balls of Fire!,Jim McBride,16
8373,Port of Shadows,Marcel Carné,28
8374,The Great Outdoors,Howard Deutch,21
8375,Still of the Night,Robert Benton,19
8376,Falling in Love,Ulu Grosbard,25
8377,Plenty,Fred Schepisi,15
8378,Ironweed,Héctor Babenco,25
8379,Weekend at Bernie's,Ted Kotcheff,30
8380,The Object of My Affection,Nicholas Hytner,21
8381,Not on Your Life,Luis García Berlanga,17
8382,Starship Troopers 3: Marauder,Edward Neumeier,15
8383,The Hole,Joe Dante,15
8384,La commare secca,Bernardo Bertolucci,16
8385,Rapid Fire,Dwight H. Little,20
8386,Cowboy,Delmer Daves,15
8387,Clean and Sober,Glenn Gordon Caron,16
8388,Tremors 4: The Legend Begins,S. S. Wilson,16
8389,London,Hunter Richards,19
8390,Supernova,Jack Sholder,17
8391,Supernova,Francis Ford Coppola,17
8392,Supernova,Walter Hill,17
8393,Not Without My Daughter,Brian Gilbert,28
8394,White Zombie,Victor Hugo Halperin,24
8395,Lan Yu,Stanley Kwan,15
8396,Modesty Blaise,Joseph Losey,18
8397,Scooby-Doo and the Cyber Chase,Jim Stenstrum,16
8398,The Star,Stuart Heisler,19
8399,Love and a .45,Clement McCarty Talkington,15
8400,Loving Annabelle,Katherine Brooks,21
8401,Luck by Chance,Zoya Akhtar,17
8402,Mr. Arkadin,Orson Welles,23
8403,Jolly Fellows,Grigori Aleksandrov,22
8404,Scooby-Doo and the Alien Invaders,Jim Stenstrum,19
8405,Léolo,Jean-Claude Lauzon,15
8406,The Truth About Cats & Dogs,Michael Lehmann,18
8407,The Harvey Girls,George Sidney,19
8408,The Harvey Girls,Robert Alton,19
8409,"Black God, White Devil",Glauber Rocha,15
8410,Lady in the Lake,Robert Montgomery,15
8411,Stavisky,Alain Resnais,16
8412,Mean Creek,Jacob Aaron Estes,16
8413,Queen Christina,Rouben Mamoulian,28
8414,A Big Family,Iosif Kheifits,18
8415,Black and White in Color,Jean-Jacques Annaud,21
8416,Seven Beauties,Lina Wertmüller,21
8417,Three Plus Two,Genrikh Oganesyan,15
8418,White Bim Black Ear,Stanislav Rostotsky,25
8419,Thomas and the Magic Railroad,Britt Allcroft,22
8420,I nuovi mostri,Mario Monicelli,18
8421,I nuovi mostri,Dino Risi,18
8422,I nuovi mostri,Ettore Scola,18
8423,Serving Sara,Reginald Hudlin,19
8424,Psycho III,Anthony Perkins,29
8425,Titus,Julie Taymor,18
8426,The Deep Blue Sea,Terence Davies,19
8427,Hum Saath-Saath Hain,Sooraj R. Barjatya,15
8428,Tesis,Alejandro Amenábar,20
8429,State of Grace,Phil Joanou,20
8430,Alsino and the Condor,Miguel Littin,15
8431,Private Life,Yuli Raizman,15
8432,Le Bal,Ettore Scola,22
8433,Entre Nous,Diane Kurys,18
8434,The Missing,Ron Howard,25
8435,Don't Bother to Knock,Roy Ward Baker,21
8436,Salaam Bombay!,Mira Nair,27
8437,Cul-de-sac,Roman Polanski,25
8438,Chitty Chitty Bang Bang,Ken Hughes,21
8439,Hunger,Steve McQueen,29
8440,Thinner,Tom Holland,19
8441,That Hamilton Woman,Alexander Korda,24
8442,Sinbad and the Eye of the Tiger,Ray Harryhausen,23
8443,Sinbad and the Eye of the Tiger,Sam Wanamaker,23
8444,The Mother of Tears,Dario Argento,18
8445,Return of Sabata,Gianfranco Parolini,15
8446,The Royal Family of Broadway,George Cukor,18
8447,The Royal Family of Broadway,Cyril Gardner,18
8448,Steel,Kenneth Johnson,18
8449,Death of a Salesman,Volker Schlöndorff,15
8450,Lemonade Joe,Oldřich Lipský,21
8451,Blood and Sand,Rouben Mamoulian,22
8452,The King of Kings,Cecil B. DeMille,20
8453,The King of Kings,Frank Urson,20
8454,The King of Kings,Arthur Rosson,20
8455,4 Devils,F. W. Murnau,16
8456,The Marine 2,Roel Reiné,15
8457,Lamhe,Yash Chopra,17
8458,Landscape in the Mist,Thodoros Angelopoulos,30
8459,Possessed,Clarence Brown,18
8460,Ride in the Whirlwind,Monte Hellman,15
8461,LOC Kargil,J. P. Dutta,15
8462,Born Yesterday,Luis Mandoki,15
8463,Father Sergius,Yakov Protazanov,20
8464,Father Sergius,Alexandre Volkoff,20
8465,"Oh, God!",Carl Reiner,16
8466,Oklahoma!,Fred Zinnemann,25
8467,Ashik Kerib,Sergei Parajanov,22
8468,Ashik Kerib,Dodo Abashidze,22
8469,Show Boat,James Whale,18
8470,The Confession,Costa-Gavras,17
8471,Shogun Assassin,Kenji Misumi,16
8472,Shogun Assassin,Robert Houston,16
8473,Bolero,John Derek,15
8474,A Mighty Wind,Christopher Guest,15
8475,Immortal Beloved,Bernard Rose,22
8476,Buddy Buddy,Billy Wilder,19
8477,The List of Adrian Messenger,John Huston,17
8478,Oscar,Édouard Molinaro,17
8479,The Place Beyond the Pines,Derek Cianfrance,28
8480,Sharky's Machine,Burt Reynolds,15
8481,The Carpetbaggers,Edward Dmytryk,17
8482,Let's Make It Legal,Richard Sale,15
8483,Scudda Hoo! Scudda Hay!,F. Hugh Herbert,16
8484,S.O.B.,Blake Edwards,16
8485,Lisztomania,Ken Russell,16
8486,The Formula,John G. Avildsen,15
8487,Britannia Hospital,Lindsay Anderson,16
8488,Hellbound: Hellraiser II,Tony Randel,24
8489,Dark Eyes,Nikita Mikhalkov,22
8490,Running with Scissors,Ryan Murphy,19
8491,Eyewitness,Peter Yates,16
8492,The Rocker,Peter Cattaneo,21
8493,Naked Lunch,David Cronenberg,28
8494,The Prowler,Joseph Zito,17
8495,The Presidio,Peter Hyams,21
8496,White Squall,Ridley Scott,18
8497,Une Parisienne,Michel Boisrond,15
8498,"Dance, Girl, Dance",Dorothy Arzner,15
8499,Ravenous,Antonia Bird,16
8500,The Savage Innocents,Nicholas Ray,17
8501,The Cameraman,Buster Keaton,24
8502,The Cameraman,Edward Sedgwick,24
8503,Thumbsucker,Mike Mills,16
8504,Ride the High Country,Sam Peckinpah,24
8505,Under Fire,Roger Spottiswoode,21
